Scenario,TID,TestCase Description,PreCondition,TestSteps,Expected Result,Actual Result,Steps to Execute,Expected Result,Actual Result,Status,Executed,QA Name,Misc (Comments),Priority,Is Automated
Positive,TC_SUPPORT_088,Verify support content displays correctly on Mobile (iOS),User is on the shopify.com Help Center / Support pages,1. Open the Help Center on Mobile (iOS),Support page content and search are fully usable on Mobile (iOS),,1. Open the Help Center on Mobile (iOS),Support page content and search are fully usable on Mobile (iOS),,Not Executed,No,,,Low,No
Positive,TC_SUPPORT_089,Verify support content displays correctly on Mobile (Android),User is on the shopify.com Help Center / Support pages,1. Open the Help Center on Mobile (Android),Support page content and search are fully usable on Mobile (Android),,1. Open the Help Center on Mobile (Android),Support page content and search are fully usable on Mobile (Android),,Not Executed,No,,,Low,No
Positive,TC_SUPPORT_090,Verify support content displays correctly on Tablet,User is on the shopify.com Help Center / Support pages,1. Open the Help Center on Tablet,Support page content and search are fully usable on Tablet,,1. Open the Help Center on Tablet,Support page content and search are fully usable on Tablet,,Not Executed,No,,,Low,Yes
Positive,TC_SUPPORT_091,Verify 'Was this article helpful?' feedback can be submitted [Data set 1],User is on the shopify.com Help Center / Support pages,1. Open a help article | 2. Click 'Yes' or 'No' on the helpfulness prompt,Feedback is recorded and a thank-you confirmation is shown,,1. Open a help article | 2. Click 'Yes' or 'No' on the helpfulness prompt,Feedback is recorded and a thank-you confirmation is shown,,Not Executed,No,,,Low,Yes
Positive,TC_SUPPORT_092,Verify 'Was this article helpful?' feedback can be submitted [Data set 2],User is on the shopify.com Help Center / Support pages,1. Open a help article | 2. Click 'Yes' or 'No' on the helpfulness prompt,Feedback is recorded and a thank-you confirmation is shown,,1. Open a help article | 2. Click 'Yes' or 'No' on the helpfulness prompt,Feedback is recorded and a thank-you confirmation is shown,,Not Executed,No,,,Low,No
Positive,TC_SUPPORT_093,Verify 'Was this article helpful?' feedback can be submitted [Data set 3],User is on the shopify.com Help Center / Support pages,1. Open a help article | 2. Click 'Yes' or 'No' on the helpfulness prompt,Feedback is recorded and a thank-you confirmation is shown,,1. Open a help article | 2. Click 'Yes' or 'No' on the helpfulness prompt,Feedback is recorded and a thank-you confirmation is shown,,Not Executed,No,,,Low,No
Positive,TC_SUPPORT_094,Verify 'Was this article helpful?' feedback can be submitted [Data set 4],User is on the shopify.com Help Center / Support pages,1. Open a help article | 2. Click 'Yes' or 'No' on the helpfulness prompt,Feedback is recorded and a thank-you confirmation is shown,,1. Open a help article | 2. Click 'Yes' or 'No' on the helpfulness prompt,Feedback is recorded and a thank-you confirmation is shown,,Not Executed,No,,,Low,Yes
Positive,TC_SUPPORT_095,Verify 'Was this article helpful?' feedback can be submitted [Data set 5],User is on the shopify.com Help Center / Support pages,1. Open a help article | 2. Click 'Yes' or 'No' on the helpfulness prompt,Feedback is recorded and a thank-you confirmation is shown,,1. Open a help article | 2. Click 'Yes' or 'No' on the helpfulness prompt,Feedback is recorded and a thank-you confirmation is shown,,Not Executed,No,,,Low,No
Positive,TC_SUPPORT_096,Verify 'Was this article helpful?' feedback can be submitted [Data set 6],User is on the shopify.com Help Center / Support pages,1. Open a help article | 2. Click 'Yes' or 'No' on the helpfulness prompt,Feedback is recorded and a thank-you confirmation is shown,,1. Open a help article | 2. Click 'Yes' or 'No' on the helpfulness prompt,Feedback is recorded and a thank-you confirmation is shown,,Not Executed,No,,,Low,No
Positive,TC_SUPPORT_097,Verify 'Was this article helpful?' feedback can be submitted [Data set 7],User is on the shopify.com Help Center / Support pages,1. Open a help article | 2. Click 'Yes' or 'No' on the helpfulness prompt,Feedback is recorded and a thank-you confirmation is shown,,1. Open a help article | 2. Click 'Yes' or 'No' on the helpfulness prompt,Feedback is recorded and a thank-you confirmation is shown,,Not Executed,No,,,Low,Yes
Positive,TC_SUPPORT_098,Verify 'Was this article helpful?' feedback can be submitted [Data set 8],User is on the shopify.com Help Center / Support pages,1. Open a help article | 2. Click 'Yes' or 'No' on the helpfulness prompt,Feedback is recorded and a thank-you confirmation is shown,,1. Open a help article | 2. Click 'Yes' or 'No' on the helpfulness prompt,Feedback is recorded and a thank-you confirmation is shown,,Not Executed,No,,,Low,No
Positive,TC_SUPPORT_099,Verify 'Was this article helpful?' feedback can be submitted [Data set 9],User is on the shopify.com Help Center / Support pages,1. Open a help article | 2. Click 'Yes' or 'No' on the helpfulness prompt,Feedback is recorded and a thank-you confirmation is shown,,1. Open a help article | 2. Click 'Yes' or 'No' on the helpfulness prompt,Feedback is recorded and a thank-you confirmation is shown,,Not Executed,No,,,Low,No
Positive,TC_SUPPORT_100,Verify 'Was this article helpful?' feedback can be submitted [Data set 10],User is on the shopify.com Help Center / Support pages,1. Open a help article | 2. Click 'Yes' or 'No' on the helpfulness prompt,Feedback is recorded and a thank-you confirmation is shown,,1. Open a help article | 2. Click 'Yes' or 'No' on the helpfulness prompt,Feedback is recorded and a thank-you confirmation is shown,,Not Executed,No,,,Low,Yes
Positive,TC_AB_TESTING_001,Verify user is consistently assigned to the same variant across sessions [Data set 1],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Load the test page and note assigned variant (A or B) | 2. Reload the page multiple times,User consistently sees the same variant across repeated visits,,1. Load the test page and note assigned variant (A or B) | 2. Reload the page multiple times,User consistently sees the same variant across repeated visits,,Not Executed,No,,,High,Yes
Positive,TC_AB_TESTING_002,Verify user is consistently assigned to the same variant across sessions [Data set 2],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Load the test page and note assigned variant (A or B) | 2. Reload the page multiple times,User consistently sees the same variant across repeated visits,,1. Load the test page and note assigned variant (A or B) | 2. Reload the page multiple times,User consistently sees the same variant across repeated visits,,Not Executed,No,,,High,No
Positive,TC_AB_TESTING_003,Verify user is consistently assigned to the same variant across sessions [Data set 3],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Load the test page and note assigned variant (A or B) | 2. Reload the page multiple times,User consistently sees the same variant across repeated visits,,1. Load the test page and note assigned variant (A or B) | 2. Reload the page multiple times,User consistently sees the same variant across repeated visits,,Not Executed,No,,,High,No
Positive,TC_AB_TESTING_004,Verify user is consistently assigned to the same variant across sessions [Data set 4],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Load the test page and note assigned variant (A or B) | 2. Reload the page multiple times,User consistently sees the same variant across repeated visits,,1. Load the test page and note assigned variant (A or B) | 2. Reload the page multiple times,User consistently sees the same variant across repeated visits,,Not Executed,No,,,High,Yes
Positive,TC_AB_TESTING_005,Verify user is consistently assigned to the same variant across sessions [Data set 5],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Load the test page and note assigned variant (A or B) | 2. Reload the page multiple times,User consistently sees the same variant across repeated visits,,1. Load the test page and note assigned variant (A or B) | 2. Reload the page multiple times,User consistently sees the same variant across repeated visits,,Not Executed,No,,,High,No
Positive,TC_AB_TESTING_006,Verify user is consistently assigned to the same variant across sessions [Data set 6],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Load the test page and note assigned variant (A or B) | 2. Reload the page multiple times,User consistently sees the same variant across repeated visits,,1. Load the test page and note assigned variant (A or B) | 2. Reload the page multiple times,User consistently sees the same variant across repeated visits,,Not Executed,No,,,High,No
Positive,TC_AB_TESTING_007,Verify user is consistently assigned to the same variant across sessions [Data set 7],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Load the test page and note assigned variant (A or B) | 2. Reload the page multiple times,User consistently sees the same variant across repeated visits,,1. Load the test page and note assigned variant (A or B) | 2. Reload the page multiple times,User consistently sees the same variant across repeated visits,,Not Executed,No,,,High,Yes
Positive,TC_AB_TESTING_008,Verify user is consistently assigned to the same variant across sessions [Data set 8],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Load the test page and note assigned variant (A or B) | 2. Reload the page multiple times,User consistently sees the same variant across repeated visits,,1. Load the test page and note assigned variant (A or B) | 2. Reload the page multiple times,User consistently sees the same variant across repeated visits,,Not Executed,No,,,High,No
Positive,TC_AB_TESTING_009,Verify user is consistently assigned to the same variant across sessions [Data set 9],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Load the test page and note assigned variant (A or B) | 2. Reload the page multiple times,User consistently sees the same variant across repeated visits,,1. Load the test page and note assigned variant (A or B) | 2. Reload the page multiple times,User consistently sees the same variant across repeated visits,,Not Executed,No,,,High,No
Positive,TC_AB_TESTING_010,Verify user is consistently assigned to the same variant across sessions [Data set 10],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Load the test page and note assigned variant (A or B) | 2. Reload the page multiple times,User consistently sees the same variant across repeated visits,,1. Load the test page and note assigned variant (A or B) | 2. Reload the page multiple times,User consistently sees the same variant across repeated visits,,Not Executed,No,,,High,Yes
Positive,TC_AB_TESTING_011,Verify Variant A renders correctly [Data set 1],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Force/assign traffic to Variant A | 2. Load the target page,"Variant A layout, copy, and CTAs render exactly as designed",,1. Force/assign traffic to Variant A | 2. Load the target page,"Variant A layout, copy, and CTAs render exactly as designed",,Not Executed,No,,,High,Yes
Positive,TC_AB_TESTING_012,Verify Variant A renders correctly [Data set 2],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Force/assign traffic to Variant A | 2. Load the target page,"Variant A layout, copy, and CTAs render exactly as designed",,1. Force/assign traffic to Variant A | 2. Load the target page,"Variant A layout, copy, and CTAs render exactly as designed",,Not Executed,No,,,High,No
Positive,TC_AB_TESTING_013,Verify Variant A renders correctly [Data set 3],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Force/assign traffic to Variant A | 2. Load the target page,"Variant A layout, copy, and CTAs render exactly as designed",,1. Force/assign traffic to Variant A | 2. Load the target page,"Variant A layout, copy, and CTAs render exactly as designed",,Not Executed,No,,,High,No
Positive,TC_AB_TESTING_014,Verify Variant A renders correctly [Data set 4],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Force/assign traffic to Variant A | 2. Load the target page,"Variant A layout, copy, and CTAs render exactly as designed",,1. Force/assign traffic to Variant A | 2. Load the target page,"Variant A layout, copy, and CTAs render exactly as designed",,Not Executed,No,,,High,Yes
Positive,TC_AB_TESTING_015,Verify Variant A renders correctly [Data set 5],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Force/assign traffic to Variant A | 2. Load the target page,"Variant A layout, copy, and CTAs render exactly as designed",,1. Force/assign traffic to Variant A | 2. Load the target page,"Variant A layout, copy, and CTAs render exactly as designed",,Not Executed,No,,,High,No
Positive,TC_AB_TESTING_016,Verify Variant A renders correctly [Data set 6],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Force/assign traffic to Variant A | 2. Load the target page,"Variant A layout, copy, and CTAs render exactly as designed",,1. Force/assign traffic to Variant A | 2. Load the target page,"Variant A layout, copy, and CTAs render exactly as designed",,Not Executed,No,,,High,No
Positive,TC_AB_TESTING_017,Verify Variant A renders correctly [Data set 7],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Force/assign traffic to Variant A | 2. Load the target page,"Variant A layout, copy, and CTAs render exactly as designed",,1. Force/assign traffic to Variant A | 2. Load the target page,"Variant A layout, copy, and CTAs render exactly as designed",,Not Executed,No,,,High,Yes
Positive,TC_AB_TESTING_018,Verify Variant A renders correctly [Data set 8],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Force/assign traffic to Variant A | 2. Load the target page,"Variant A layout, copy, and CTAs render exactly as designed",,1. Force/assign traffic to Variant A | 2. Load the target page,"Variant A layout, copy, and CTAs render exactly as designed",,Not Executed,No,,,High,No
Positive,TC_AB_TESTING_019,Verify Variant A renders correctly [Data set 9],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Force/assign traffic to Variant A | 2. Load the target page,"Variant A layout, copy, and CTAs render exactly as designed",,1. Force/assign traffic to Variant A | 2. Load the target page,"Variant A layout, copy, and CTAs render exactly as designed",,Not Executed,No,,,High,No
Positive,TC_AB_TESTING_020,Verify Variant A renders correctly [Data set 10],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Force/assign traffic to Variant A | 2. Load the target page,"Variant A layout, copy, and CTAs render exactly as designed",,1. Force/assign traffic to Variant A | 2. Load the target page,"Variant A layout, copy, and CTAs render exactly as designed",,Not Executed,No,,,High,Yes
Positive,TC_AB_TESTING_021,Verify Variant B renders correctly [Data set 1],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Force/assign traffic to Variant B | 2. Load the target page,"Variant B layout, copy, and CTAs render exactly as designed",,1. Force/assign traffic to Variant B | 2. Load the target page,"Variant B layout, copy, and CTAs render exactly as designed",,Not Executed,No,,,High,Yes
Positive,TC_AB_TESTING_022,Verify Variant B renders correctly [Data set 2],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Force/assign traffic to Variant B | 2. Load the target page,"Variant B layout, copy, and CTAs render exactly as designed",,1. Force/assign traffic to Variant B | 2. Load the target page,"Variant B layout, copy, and CTAs render exactly as designed",,Not Executed,No,,,High,No
Positive,TC_AB_TESTING_023,Verify Variant B renders correctly [Data set 3],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Force/assign traffic to Variant B | 2. Load the target page,"Variant B layout, copy, and CTAs render exactly as designed",,1. Force/assign traffic to Variant B | 2. Load the target page,"Variant B layout, copy, and CTAs render exactly as designed",,Not Executed,No,,,High,No
Positive,TC_AB_TESTING_024,Verify Variant B renders correctly [Data set 4],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Force/assign traffic to Variant B | 2. Load the target page,"Variant B layout, copy, and CTAs render exactly as designed",,1. Force/assign traffic to Variant B | 2. Load the target page,"Variant B layout, copy, and CTAs render exactly as designed",,Not Executed,No,,,High,Yes
Positive,TC_AB_TESTING_025,Verify Variant B renders correctly [Data set 5],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Force/assign traffic to Variant B | 2. Load the target page,"Variant B layout, copy, and CTAs render exactly as designed",,1. Force/assign traffic to Variant B | 2. Load the target page,"Variant B layout, copy, and CTAs render exactly as designed",,Not Executed,No,,,High,No
Positive,TC_AB_TESTING_026,Verify Variant B renders correctly [Data set 6],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Force/assign traffic to Variant B | 2. Load the target page,"Variant B layout, copy, and CTAs render exactly as designed",,1. Force/assign traffic to Variant B | 2. Load the target page,"Variant B layout, copy, and CTAs render exactly as designed",,Not Executed,No,,,High,No
Positive,TC_AB_TESTING_027,Verify Variant B renders correctly [Data set 7],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Force/assign traffic to Variant B | 2. Load the target page,"Variant B layout, copy, and CTAs render exactly as designed",,1. Force/assign traffic to Variant B | 2. Load the target page,"Variant B layout, copy, and CTAs render exactly as designed",,Not Executed,No,,,High,Yes
Positive,TC_AB_TESTING_028,Verify Variant B renders correctly [Data set 8],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Force/assign traffic to Variant B | 2. Load the target page,"Variant B layout, copy, and CTAs render exactly as designed",,1. Force/assign traffic to Variant B | 2. Load the target page,"Variant B layout, copy, and CTAs render exactly as designed",,Not Executed,No,,,High,No
Positive,TC_AB_TESTING_029,Verify Variant B renders correctly [Data set 9],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Force/assign traffic to Variant B | 2. Load the target page,"Variant B layout, copy, and CTAs render exactly as designed",,1. Force/assign traffic to Variant B | 2. Load the target page,"Variant B layout, copy, and CTAs render exactly as designed",,Not Executed,No,,,High,No
Positive,TC_AB_TESTING_030,Verify Variant B renders correctly [Data set 10],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Force/assign traffic to Variant B | 2. Load the target page,"Variant B layout, copy, and CTAs render exactly as designed",,1. Force/assign traffic to Variant B | 2. Load the target page,"Variant B layout, copy, and CTAs render exactly as designed",,Not Executed,No,,,High,Yes
Positive,TC_AB_TESTING_031,Verify conversion event (e.g. add to cart) is tracked correctly per variant [Data set 1],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Complete a conversion action (e.g. add to cart) under a given variant | 2. Check analytics/experiment dashboard,Conversion event is attributed correctly to the active variant,,1. Complete a conversion action (e.g. add to cart) under a given variant | 2. Check analytics/experiment dashboard,Conversion event is attributed correctly to the active variant,,Not Executed,No,,,High,Yes
Positive,TC_AB_TESTING_032,Verify conversion event (e.g. add to cart) is tracked correctly per variant [Data set 2],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Complete a conversion action (e.g. add to cart) under a given variant | 2. Check analytics/experiment dashboard,Conversion event is attributed correctly to the active variant,,1. Complete a conversion action (e.g. add to cart) under a given variant | 2. Check analytics/experiment dashboard,Conversion event is attributed correctly to the active variant,,Not Executed,No,,,High,No
Positive,TC_AB_TESTING_033,Verify conversion event (e.g. add to cart) is tracked correctly per variant [Data set 3],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Complete a conversion action (e.g. add to cart) under a given variant | 2. Check analytics/experiment dashboard,Conversion event is attributed correctly to the active variant,,1. Complete a conversion action (e.g. add to cart) under a given variant | 2. Check analytics/experiment dashboard,Conversion event is attributed correctly to the active variant,,Not Executed,No,,,High,No
Positive,TC_AB_TESTING_034,Verify conversion event (e.g. add to cart) is tracked correctly per variant [Data set 4],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Complete a conversion action (e.g. add to cart) under a given variant | 2. Check analytics/experiment dashboard,Conversion event is attributed correctly to the active variant,,1. Complete a conversion action (e.g. add to cart) under a given variant | 2. Check analytics/experiment dashboard,Conversion event is attributed correctly to the active variant,,Not Executed,No,,,High,Yes
Positive,TC_AB_TESTING_035,Verify conversion event (e.g. add to cart) is tracked correctly per variant [Data set 5],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Complete a conversion action (e.g. add to cart) under a given variant | 2. Check analytics/experiment dashboard,Conversion event is attributed correctly to the active variant,,1. Complete a conversion action (e.g. add to cart) under a given variant | 2. Check analytics/experiment dashboard,Conversion event is attributed correctly to the active variant,,Not Executed,No,,,High,No
Positive,TC_AB_TESTING_036,Verify conversion event (e.g. add to cart) is tracked correctly per variant [Data set 6],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Complete a conversion action (e.g. add to cart) under a given variant | 2. Check analytics/experiment dashboard,Conversion event is attributed correctly to the active variant,,1. Complete a conversion action (e.g. add to cart) under a given variant | 2. Check analytics/experiment dashboard,Conversion event is attributed correctly to the active variant,,Not Executed,No,,,High,No
Positive,TC_AB_TESTING_037,Verify conversion event (e.g. add to cart) is tracked correctly per variant [Data set 7],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Complete a conversion action (e.g. add to cart) under a given variant | 2. Check analytics/experiment dashboard,Conversion event is attributed correctly to the active variant,,1. Complete a conversion action (e.g. add to cart) under a given variant | 2. Check analytics/experiment dashboard,Conversion event is attributed correctly to the active variant,,Not Executed,No,,,High,Yes
Positive,TC_AB_TESTING_038,Verify conversion event (e.g. add to cart) is tracked correctly per variant [Data set 8],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Complete a conversion action (e.g. add to cart) under a given variant | 2. Check analytics/experiment dashboard,Conversion event is attributed correctly to the active variant,,1. Complete a conversion action (e.g. add to cart) under a given variant | 2. Check analytics/experiment dashboard,Conversion event is attributed correctly to the active variant,,Not Executed,No,,,High,No
Positive,TC_AB_TESTING_039,Verify conversion event (e.g. add to cart) is tracked correctly per variant [Data set 9],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Complete a conversion action (e.g. add to cart) under a given variant | 2. Check analytics/experiment dashboard,Conversion event is attributed correctly to the active variant,,1. Complete a conversion action (e.g. add to cart) under a given variant | 2. Check analytics/experiment dashboard,Conversion event is attributed correctly to the active variant,,Not Executed,No,,,High,No
Positive,TC_AB_TESTING_040,Verify conversion event (e.g. add to cart) is tracked correctly per variant [Data set 10],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Complete a conversion action (e.g. add to cart) under a given variant | 2. Check analytics/experiment dashboard,Conversion event is attributed correctly to the active variant,,1. Complete a conversion action (e.g. add to cart) under a given variant | 2. Check analytics/experiment dashboard,Conversion event is attributed correctly to the active variant,,Not Executed,No,,,High,Yes
Positive,TC_AB_TESTING_041,Verify traffic split roughly matches configured percentage [Data set 1],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Simulate/sample a large number of unique sessions | 2. Record variant assignment for each,Observed split approximates the configured ratio (e.g. 50/50),,1. Simulate/sample a large number of unique sessions | 2. Record variant assignment for each,Observed split approximates the configured ratio (e.g. 50/50),,Not Executed,No,,,Medium,Yes
Positive,TC_AB_TESTING_042,Verify traffic split roughly matches configured percentage [Data set 2],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Simulate/sample a large number of unique sessions | 2. Record variant assignment for each,Observed split approximates the configured ratio (e.g. 50/50),,1. Simulate/sample a large number of unique sessions | 2. Record variant assignment for each,Observed split approximates the configured ratio (e.g. 50/50),,Not Executed,No,,,Medium,No
Positive,TC_AB_TESTING_043,Verify traffic split roughly matches configured percentage [Data set 3],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Simulate/sample a large number of unique sessions | 2. Record variant assignment for each,Observed split approximates the configured ratio (e.g. 50/50),,1. Simulate/sample a large number of unique sessions | 2. Record variant assignment for each,Observed split approximates the configured ratio (e.g. 50/50),,Not Executed,No,,,Medium,No
Positive,TC_AB_TESTING_044,Verify traffic split roughly matches configured percentage [Data set 4],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Simulate/sample a large number of unique sessions | 2. Record variant assignment for each,Observed split approximates the configured ratio (e.g. 50/50),,1. Simulate/sample a large number of unique sessions | 2. Record variant assignment for each,Observed split approximates the configured ratio (e.g. 50/50),,Not Executed,No,,,Medium,Yes
Positive,TC_AB_TESTING_045,Verify traffic split roughly matches configured percentage [Data set 5],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Simulate/sample a large number of unique sessions | 2. Record variant assignment for each,Observed split approximates the configured ratio (e.g. 50/50),,1. Simulate/sample a large number of unique sessions | 2. Record variant assignment for each,Observed split approximates the configured ratio (e.g. 50/50),,Not Executed,No,,,Medium,No
Positive,TC_AB_TESTING_046,Verify traffic split roughly matches configured percentage [Data set 6],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Simulate/sample a large number of unique sessions | 2. Record variant assignment for each,Observed split approximates the configured ratio (e.g. 50/50),,1. Simulate/sample a large number of unique sessions | 2. Record variant assignment for each,Observed split approximates the configured ratio (e.g. 50/50),,Not Executed,No,,,Medium,No
Positive,TC_AB_TESTING_047,Verify traffic split roughly matches configured percentage [Data set 7],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Simulate/sample a large number of unique sessions | 2. Record variant assignment for each,Observed split approximates the configured ratio (e.g. 50/50),,1. Simulate/sample a large number of unique sessions | 2. Record variant assignment for each,Observed split approximates the configured ratio (e.g. 50/50),,Not Executed,No,,,Medium,Yes
Positive,TC_AB_TESTING_048,Verify traffic split roughly matches configured percentage [Data set 8],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Simulate/sample a large number of unique sessions | 2. Record variant assignment for each,Observed split approximates the configured ratio (e.g. 50/50),,1. Simulate/sample a large number of unique sessions | 2. Record variant assignment for each,Observed split approximates the configured ratio (e.g. 50/50),,Not Executed,No,,,Medium,No
Positive,TC_AB_TESTING_049,Verify traffic split roughly matches configured percentage [Data set 9],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Simulate/sample a large number of unique sessions | 2. Record variant assignment for each,Observed split approximates the configured ratio (e.g. 50/50),,1. Simulate/sample a large number of unique sessions | 2. Record variant assignment for each,Observed split approximates the configured ratio (e.g. 50/50),,Not Executed,No,,,Medium,No
Positive,TC_AB_TESTING_050,Verify traffic split roughly matches configured percentage [Data set 10],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Simulate/sample a large number of unique sessions | 2. Record variant assignment for each,Observed split approximates the configured ratio (e.g. 50/50),,1. Simulate/sample a large number of unique sessions | 2. Record variant assignment for each,Observed split approximates the configured ratio (e.g. 50/50),,Not Executed,No,,,Medium,Yes
Negative,TC_AB_TESTING_051,Verify experiment gracefully falls back to control if test fails to load [Data set 1],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Simulate a failure in the experimentation script | 2. Load the target page,Page falls back to the default/control experience without breaking,,1. Simulate a failure in the experimentation script | 2. Load the target page,Page falls back to the default/control experience without breaking,,Not Executed,No,,,High,No
Negative,TC_AB_TESTING_052,Verify experiment gracefully falls back to control if test fails to load [Data set 2],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Simulate a failure in the experimentation script | 2. Load the target page,Page falls back to the default/control experience without breaking,,1. Simulate a failure in the experimentation script | 2. Load the target page,Page falls back to the default/control experience without breaking,,Not Executed,No,,,High,No
Negative,TC_AB_TESTING_053,Verify experiment gracefully falls back to control if test fails to load [Data set 3],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Simulate a failure in the experimentation script | 2. Load the target page,Page falls back to the default/control experience without breaking,,1. Simulate a failure in the experimentation script | 2. Load the target page,Page falls back to the default/control experience without breaking,,Not Executed,No,,,High,No
Negative,TC_AB_TESTING_054,Verify experiment gracefully falls back to control if test fails to load [Data set 4],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Simulate a failure in the experimentation script | 2. Load the target page,Page falls back to the default/control experience without breaking,,1. Simulate a failure in the experimentation script | 2. Load the target page,Page falls back to the default/control experience without breaking,,Not Executed,No,,,High,No
Negative,TC_AB_TESTING_055,Verify experiment gracefully falls back to control if test fails to load [Data set 5],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Simulate a failure in the experimentation script | 2. Load the target page,Page falls back to the default/control experience without breaking,,1. Simulate a failure in the experimentation script | 2. Load the target page,Page falls back to the default/control experience without breaking,,Not Executed,No,,,High,No
Negative,TC_AB_TESTING_056,Verify experiment gracefully falls back to control if test fails to load [Data set 6],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Simulate a failure in the experimentation script | 2. Load the target page,Page falls back to the default/control experience without breaking,,1. Simulate a failure in the experimentation script | 2. Load the target page,Page falls back to the default/control experience without breaking,,Not Executed,No,,,High,No
Negative,TC_AB_TESTING_057,Verify experiment gracefully falls back to control if test fails to load [Data set 7],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Simulate a failure in the experimentation script | 2. Load the target page,Page falls back to the default/control experience without breaking,,1. Simulate a failure in the experimentation script | 2. Load the target page,Page falls back to the default/control experience without breaking,,Not Executed,No,,,High,No
Negative,TC_AB_TESTING_058,Verify experiment gracefully falls back to control if test fails to load [Data set 8],An A/B test / experiment is actively configured on shopify.com (e.g. via an experimentation platform),1. Simulate a failure in the experimentation script | 2. Load the target page,Page falls back to the default/control experience without breaking,,1. Simulate a failure in the experimentation script | 2. Load the target page,Page falls back to the default/control experience without breaking,,Not Executed,No,,,High,No
